section,DataSetId,JourmPatternSections_From_id,JourmPatternSections_From_StopPointRef_id,JourmPatternSections_From_StopPointRef_SequenceNumber,JourmPatternSections_From_StopPointRef,JourmPatternSections_From_TimingStatus_id,JourmPatternSections_From_TimingStatus_SequenceNumber,JourmPatternSections_From_TimingStatus,JourmPatternSections_To_id,JourmPatternSections_To_StopPointRef_id,JourmPatternSections_To_StopPointRef_SequenceNumber,JourmPatternSections_To_StopPointRef,JourmPatternSections_To_TimingStatus_id,JourmPatternSections_To_TimingStatus_SequenceNumber,JourmPatternSections_To_TimingStatus,JourmPatternSections_RouteLinkRef_id,JourmPatternSections_RouteLinkRef,JourmPatternSections_RunTime_id,JourmPatternSections_RunTime
JPS67,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2185,JPSU4369,42,3729,JPSU4369,42,OTH,JPTL2185,JPSU4370,43,2465,JPSU4370,43,PTP,JPTL2185,RL1643,JPTL2185,PT4M
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2186,JPSU4371,17,3783,JPSU4371,17,PTP,JPTL2186,JPSU4372,22,3658,JPSU4372,22,OTH,JPTL2186,RL1644,JPTL2186,PT1M
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2187,JPSU4373,22,3658,JPSU4373,22,OTH,JPTL2187,JPSU4374,23,3674,JPSU4374,23,OTH,JPTL2187,RL1645,JPTL2187,PT0S
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2188,JPSU4375,23,3674,JPSU4375,23,OTH,JPTL2188,JPSU4376,25,2783,JPSU4376,25,OTH,JPTL2188,RL1646,JPTL2188,PT0S
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2189,JPSU4377,25,2783,JPSU4377,25,OTH,JPTL2189,JPSU4378,26,3569,JPSU4378,26,OTH,JPTL2189,RL1647,JPTL2189,PT1M
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2190,JPSU4379,26,3569,JPSU4379,26,OTH,JPTL2190,JPSU4380,27,3295,JPSU4380,27,OTH,JPTL2190,RL1648,JPTL2190,PT0S
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2191,JPSU4381,27,3295,JPSU4381,27,OTH,JPTL2191,JPSU4382,28,3434,JPSU4382,28,PTP,JPTL2191,RL1649,JPTL2191,PT1M
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2192,JPSU4383,28,3434,JPSU4383,28,PTP,JPTL2192,JPSU4384,29,2583,JPSU4384,29,OTH,JPTL2192,RL1650,JPTL2192,PT1M
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2193,JPSU4385,29,2583,JPSU4385,29,OTH,JPTL2193,JPSU4386,30,4547,JPSU4386,30,OTH,JPTL2193,RL1651,JPTL2193,PT0S
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2194,JPSU4387,30,4547,JPSU4387,30,OTH,JPTL2194,JPSU4388,31,2978,JPSU4388,31,OTH,JPTL2194,RL1652,JPTL2194,PT1M
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2195,JPSU4389,31,2978,JPSU4389,31,OTH,JPTL2195,JPSU4390,32,2635,JPSU4390,32,PTP,JPTL2195,RL1653,JPTL2195,PT1M
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2196,JPSU4391,32,2635,JPSU4391,32,PTP,JPTL2196,JPSU4392,33,3267,JPSU4392,33,OTH,JPTL2196,RL1654,JPTL2196,PT0S
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2197,JPSU4393,33,3267,JPSU4393,33,OTH,JPTL2197,JPSU4394,34,3529,JPSU4394,34,OTH,JPTL2197,RL1655,JPTL2197,PT1M
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2198,JPSU4395,34,3529,JPSU4395,34,OTH,JPTL2198,JPSU4396,35,3243,JPSU4396,35,OTH,JPTL2198,RL1656,JPTL2198,PT1M
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2199,JPSU4397,35,3243,JPSU4397,35,OTH,JPTL2199,JPSU4398,36,2498,JPSU4398,36,OTH,JPTL2199,RL1657,JPTL2199,PT0S
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2200,JPSU4399,36,2498,JPSU4399,36,OTH,JPTL2200,JPSU4400,37,2796,JPSU4400,37,OTH,JPTL2200,RL1658,JPTL2200,PT0S
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2201,JPSU4401,37,2796,JPSU4401,37,OTH,JPTL2201,JPSU4402,38,3956,JPSU4402,38,PTP,JPTL2201,RL1659,JPTL2201,PT1M
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2202,JPSU4403,38,3956,JPSU4403,38,PTP,JPTL2202,JPSU4404,39,3272,JPSU4404,39,OTH,JPTL2202,RL1660,JPTL2202,PT1M
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2203,JPSU4405,39,3272,JPSU4405,39,OTH,JPTL2203,JPSU4406,40,2525,JPSU4406,40,OTH,JPTL2203,RL1661,JPTL2203,PT1M
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2204,JPSU4407,40,2525,JPSU4407,40,OTH,JPTL2204,JPSU4408,41,2734,JPSU4408,41,OTH,JPTL2204,RL1662,JPTL2204,PT1M
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2205,JPSU4409,41,2734,JPSU4409,41,OTH,JPTL2205,JPSU4410,42,3729,JPSU4410,42,OTH,JPTL2205,RL1663,JPTL2205,PT0S
JPS68,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2206,JPSU4411,42,3729,JPSU4411,42,OTH,JPTL2206,JPSU4412,43,2465,JPSU4412,43,PTP,JPTL2206,RL1664,JPTL2206,PT4M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2207,JPSU4413,1,2434,JPSU4413,1,PTP,JPTL2207,JPSU4414,2,4296,JPSU4414,2,PTP,JPTL2207,RL1665,JPTL2207,PT4M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2208,JPSU4415,2,4296,JPSU4415,2,PTP,JPTL2208,JPSU4416,3,4294,JPSU4416,3,OTH,JPTL2208,RL1666,JPTL2208,PT3M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2209,JPSU4417,3,4294,JPSU4417,3,OTH,JPTL2209,JPSU4418,4,4295,JPSU4418,4,PTP,JPTL2209,RL1667,JPTL2209,PT0S
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2210,JPSU4419,4,4295,JPSU4419,4,PTP,JPTL2210,JPSU4420,5,4562,JPSU4420,5,OTH,JPTL2210,RL1668,JPTL2210,PT1M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2211,JPSU4421,5,4562,JPSU4421,5,OTH,JPTL2211,JPSU4422,6,2452,JPSU4422,6,OTH,JPTL2211,RL1669,JPTL2211,PT1M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2212,JPSU4423,6,2452,JPSU4423,6,OTH,JPTL2212,JPSU4424,8,4257,JPSU4424,8,OTH,JPTL2212,RL1670,JPTL2212,PT0S
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2213,JPSU4425,8,4257,JPSU4425,8,OTH,JPTL2213,JPSU4426,10,3927,JPSU4426,10,PTP,JPTL2213,RL1671,JPTL2213,PT1M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2214,JPSU4427,10,3927,JPSU4427,10,PTP,JPTL2214,JPSU4428,11,2787,JPSU4428,11,OTH,JPTL2214,RL1672,JPTL2214,PT0S
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2215,JPSU4429,11,2787,JPSU4429,11,OTH,JPTL2215,JPSU4430,12,4358,JPSU4430,12,OTH,JPTL2215,RL1673,JPTL2215,PT0S
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2216,JPSU4431,12,4358,JPSU4431,12,OTH,JPTL2216,JPSU4432,13,3935,JPSU4432,13,OTH,JPTL2216,RL1674,JPTL2216,PT0S
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2217,JPSU4433,13,3935,JPSU4433,13,OTH,JPTL2217,JPSU4434,14,2983,JPSU4434,14,OTH,JPTL2217,RL1675,JPTL2217,PT1M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2218,JPSU4435,14,2983,JPSU4435,14,OTH,JPTL2218,JPSU4436,15,2845,JPSU4436,15,OTH,JPTL2218,RL1676,JPTL2218,PT0S
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2219,JPSU4437,15,2845,JPSU4437,15,OTH,JPTL2219,JPSU4438,16,2958,JPSU4438,16,OTH,JPTL2219,RL1677,JPTL2219,PT0S
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2220,JPSU4439,16,2958,JPSU4439,16,OTH,JPTL2220,JPSU4440,17,3232,JPSU4440,17,PTP,JPTL2220,RL1678,JPTL2220,PT1M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2221,JPSU4441,17,3232,JPSU4441,17,PTP,JPTL2221,JPSU4442,18,3749,JPSU4442,18,OTH,JPTL2221,RL1679,JPTL2221,PT1M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2222,JPSU4443,18,3749,JPSU4443,18,OTH,JPTL2222,JPSU4444,19,3259,JPSU4444,19,OTH,JPTL2222,RL1680,JPTL2222,PT0S
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2223,JPSU4445,19,3259,JPSU4445,19,OTH,JPTL2223,JPSU4446,20,3845,JPSU4446,20,OTH,JPTL2223,RL1681,JPTL2223,PT1M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2224,JPSU4447,20,3845,JPSU4447,20,OTH,JPTL2224,JPSU4448,21,2593,JPSU4448,21,OTH,JPTL2224,RL1682,JPTL2224,PT0S
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2225,JPSU4449,21,2593,JPSU4449,21,OTH,JPTL2225,JPSU4450,22,3759,JPSU4450,22,OTH,JPTL2225,RL1683,JPTL2225,PT1M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2226,JPSU4451,22,3759,JPSU4451,22,OTH,JPTL2226,JPSU4452,23,3932,JPSU4452,23,PTP,JPTL2226,RL1684,JPTL2226,PT1M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2227,JPSU4453,23,3932,JPSU4453,23,PTP,JPTL2227,JPSU4454,32,3947,JPSU4454,32,OTH,JPTL2227,RL1685,JPTL2227,PT3M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2228,JPSU4455,32,3947,JPSU4455,32,OTH,JPTL2228,JPSU4456,33,2543,JPSU4456,33,PTP,JPTL2228,RL1686,JPTL2228,PT2M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2229,JPSU4457,33,2543,JPSU4457,33,PTP,JPTL2229,JPSU4458,34,3895,JPSU4458,34,OTH,JPTL2229,RL1687,JPTL2229,PT2M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2230,JPSU4459,34,3895,JPSU4459,34,OTH,JPTL2230,JPSU4460,35,3472,JPSU4460,35,OTH,JPTL2230,RL1688,JPTL2230,PT2M
JPS69,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2231,JPSU4461,35,3472,JPSU4461,35,OTH,JPTL2231,JPSU4462,36,2465,JPSU4462,36,PTP,JPTL2231,RL1689,JPTL2231,PT7M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2232,JPSU4463,1,2434,JPSU4463,1,PTP,JPTL2232,JPSU4464,2,4296,JPSU4464,2,PTP,JPTL2232,RL1690,JPTL2232,PT4M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2233,JPSU4465,2,4296,JPSU4465,2,PTP,JPTL2233,JPSU4466,3,4294,JPSU4466,3,OTH,JPTL2233,RL1691,JPTL2233,PT3M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2234,JPSU4467,3,4294,JPSU4467,3,OTH,JPTL2234,JPSU4468,4,4295,JPSU4468,4,PTP,JPTL2234,RL1692,JPTL2234,PT1M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2235,JPSU4469,4,4295,JPSU4469,4,PTP,JPTL2235,JPSU4470,5,4562,JPSU4470,5,OTH,JPTL2235,RL1693,JPTL2235,PT1M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2236,JPSU4471,5,4562,JPSU4471,5,OTH,JPTL2236,JPSU4472,6,2452,JPSU4472,6,OTH,JPTL2236,RL1694,JPTL2236,PT0S
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2237,JPSU4473,6,2452,JPSU4473,6,OTH,JPTL2237,JPSU4474,7,2439,JPSU4474,7,PTP,JPTL2237,RL1695,JPTL2237,PT4M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2238,JPSU4475,7,2439,JPSU4475,7,PTP,JPTL2238,JPSU4476,8,4257,JPSU4476,8,OTH,JPTL2238,RL1696,JPTL2238,PT0S
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2239,JPSU4477,8,4257,JPSU4477,8,OTH,JPTL2239,JPSU4478,10,3927,JPSU4478,10,PTP,JPTL2239,RL1697,JPTL2239,PT5M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2240,JPSU4479,10,3927,JPSU4479,10,PTP,JPTL2240,JPSU4480,11,2787,JPSU4480,11,OTH,JPTL2240,RL1698,JPTL2240,PT1M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2241,JPSU4481,11,2787,JPSU4481,11,OTH,JPTL2241,JPSU4482,12,4358,JPSU4482,12,OTH,JPTL2241,RL1699,JPTL2241,PT0S
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2242,JPSU4483,12,4358,JPSU4483,12,OTH,JPTL2242,JPSU4484,13,3935,JPSU4484,13,OTH,JPTL2242,RL1700,JPTL2242,PT0S
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2243,JPSU4485,13,3935,JPSU4485,13,OTH,JPTL2243,JPSU4486,14,2983,JPSU4486,14,OTH,JPTL2243,RL1701,JPTL2243,PT1M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2244,JPSU4487,14,2983,JPSU4487,14,OTH,JPTL2244,JPSU4488,15,2845,JPSU4488,15,OTH,JPTL2244,RL1702,JPTL2244,PT0S
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2245,JPSU4489,15,2845,JPSU4489,15,OTH,JPTL2245,JPSU4490,16,2958,JPSU4490,16,OTH,JPTL2245,RL1703,JPTL2245,PT0S
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2246,JPSU4491,16,2958,JPSU4491,16,OTH,JPTL2246,JPSU4492,17,3232,JPSU4492,17,PTP,JPTL2246,RL1704,JPTL2246,PT1M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2247,JPSU4493,17,3232,JPSU4493,17,PTP,JPTL2247,JPSU4494,18,3749,JPSU4494,18,OTH,JPTL2247,RL1705,JPTL2247,PT1M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2248,JPSU4495,18,3749,JPSU4495,18,OTH,JPTL2248,JPSU4496,19,3259,JPSU4496,19,OTH,JPTL2248,RL1706,JPTL2248,PT0S
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2249,JPSU4497,19,3259,JPSU4497,19,OTH,JPTL2249,JPSU4498,20,3845,JPSU4498,20,OTH,JPTL2249,RL1707,JPTL2249,PT1M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2250,JPSU4499,20,3845,JPSU4499,20,OTH,JPTL2250,JPSU4500,21,2593,JPSU4500,21,OTH,JPTL2250,RL1708,JPTL2250,PT1M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2251,JPSU4501,21,2593,JPSU4501,21,OTH,JPTL2251,JPSU4502,22,3759,JPSU4502,22,OTH,JPTL2251,RL1709,JPTL2251,PT1M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2252,JPSU4503,22,3759,JPSU4503,22,OTH,JPTL2252,JPSU4504,23,3932,JPSU4504,23,PTP,JPTL2252,RL1710,JPTL2252,PT1M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2253,JPSU4505,23,3932,JPSU4505,23,PTP,JPTL2253,JPSU4506,32,3947,JPSU4506,32,OTH,JPTL2253,RL1711,JPTL2253,PT1M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2254,JPSU4507,32,3947,JPSU4507,32,OTH,JPTL2254,JPSU4508,33,2543,JPSU4508,33,PTP,JPTL2254,RL1712,JPTL2254,PT2M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2255,JPSU4509,33,2543,JPSU4509,33,PTP,JPTL2255,JPSU4510,34,3895,JPSU4510,34,OTH,JPTL2255,RL1713,JPTL2255,PT1M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2256,JPSU4511,34,3895,JPSU4511,34,OTH,JPTL2256,JPSU4512,35,3472,JPSU4512,35,OTH,JPTL2256,RL1714,JPTL2256,PT2M
JPS70,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2257,JPSU4513,35,3472,JPSU4513,35,OTH,JPTL2257,JPSU4514,36,2465,JPSU4514,36,PTP,JPTL2257,RL1715,JPTL2257,PT5M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2258,JPSU4515,2,3575,JPSU4515,2,PTP,JPTL2258,JPSU4516,4,2862,JPSU4516,4,OTH,JPTL2258,RL1716,JPTL2258,PT0S
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2259,JPSU4517,4,2862,JPSU4517,4,OTH,JPTL2259,JPSU4518,5,3969,JPSU4518,5,OTH,JPTL2259,RL1717,JPTL2259,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2260,JPSU4519,5,3969,JPSU4519,5,OTH,JPTL2260,JPSU4520,6,3535,JPSU4520,6,OTH,JPTL2260,RL1718,JPTL2260,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2261,JPSU4521,6,3535,JPSU4521,6,OTH,JPTL2261,JPSU4522,7,2426,JPSU4522,7,OTH,JPTL2261,RL1719,JPTL2261,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2262,JPSU4523,7,2426,JPSU4523,7,OTH,JPTL2262,JPSU4524,8,2427,JPSU4524,8,OTH,JPTL2262,RL1720,JPTL2262,PT0S
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2263,JPSU4525,8,2427,JPSU4525,8,OTH,JPTL2263,JPSU4526,9,3543,JPSU4526,9,PTP,JPTL2263,RL1721,JPTL2263,PT2M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2264,JPSU4527,9,3543,JPSU4527,9,PTP,JPTL2264,JPSU4528,10,3432,JPSU4528,10,OTH,JPTL2264,RL1722,JPTL2264,PT0S
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2265,JPSU4529,10,3432,JPSU4529,10,OTH,JPTL2265,JPSU4530,11,3826,JPSU4530,11,PTP,JPTL2265,RL1723,JPTL2265,PT2M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2266,JPSU4531,11,3826,JPSU4531,11,PTP,JPTL2266,JPSU4532,12,2986,JPSU4532,12,OTH,JPTL2266,RL1724,JPTL2266,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2267,JPSU4533,12,2986,JPSU4533,12,OTH,JPTL2267,JPSU4534,13,2872,JPSU4534,13,OTH,JPTL2267,RL1725,JPTL2267,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2268,JPSU4535,13,2872,JPSU4535,13,OTH,JPTL2268,JPSU4536,14,3878,JPSU4536,14,PTP,JPTL2268,RL1726,JPTL2268,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2269,JPSU4537,14,3878,JPSU4537,14,PTP,JPTL2269,JPSU4538,15,3964,JPSU4538,15,OTH,JPTL2269,RL1727,JPTL2269,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2270,JPSU4539,15,3964,JPSU4539,15,OTH,JPTL2270,JPSU4540,16,2475,JPSU4540,16,OTH,JPTL2270,RL1728,JPTL2270,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2271,JPSU4541,16,2475,JPSU4541,16,OTH,JPTL2271,JPSU4542,17,2987,JPSU4542,17,OTH,JPTL2271,RL1729,JPTL2271,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2272,JPSU4543,17,2987,JPSU4543,17,OTH,JPTL2272,JPSU4544,18,3834,JPSU4544,18,PTP,JPTL2272,RL1730,JPTL2272,PT0S
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2273,JPSU4545,18,3834,JPSU4545,18,PTP,JPTL2273,JPSU4546,19,3484,JPSU4546,19,PTP,JPTL2273,RL1731,JPTL2273,PT4M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2274,JPSU4547,19,3484,JPSU4547,19,PTP,JPTL2274,JPSU4548,20,2652,JPSU4548,20,OTH,JPTL2274,RL1732,JPTL2274,PT0S
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2275,JPSU4549,20,2652,JPSU4549,20,OTH,JPTL2275,JPSU4550,21,4263,JPSU4550,21,OTH,JPTL2275,RL1733,JPTL2275,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2276,JPSU4551,21,4263,JPSU4551,21,OTH,JPTL2276,JPSU4552,22,3958,JPSU4552,22,OTH,JPTL2276,RL1734,JPTL2276,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2277,JPSU4553,22,3958,JPSU4553,22,OTH,JPTL2277,JPSU4554,23,3734,JPSU4554,23,OTH,JPTL2277,RL1735,JPTL2277,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2278,JPSU4555,23,3734,JPSU4555,23,OTH,JPTL2278,JPSU4556,25,3859,JPSU4556,25,PTP,JPTL2278,RL1736,JPTL2278,PT2M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2279,JPSU4557,25,3859,JPSU4557,25,PTP,JPTL2279,JPSU4558,26,3247,JPSU4558,26,OTH,JPTL2279,RL1737,JPTL2279,PT0S
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2280,JPSU4559,26,3247,JPSU4559,26,OTH,JPTL2280,JPSU4560,27,4279,JPSU4560,27,OTH,JPTL2280,RL1738,JPTL2280,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2281,JPSU4561,27,4279,JPSU4561,27,OTH,JPTL2281,JPSU4562,28,3948,JPSU4562,28,OTH,JPTL2281,RL1739,JPTL2281,PT0S
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2282,JPSU4563,28,3948,JPSU4563,28,OTH,JPTL2282,JPSU4564,29,2385,JPSU4564,29,OTH,JPTL2282,RL1740,JPTL2282,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2283,JPSU4565,29,2385,JPSU4565,29,OTH,JPTL2283,JPSU4566,30,3797,JPSU4566,30,OTH,JPTL2283,RL1741,JPTL2283,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2284,JPSU4567,30,3797,JPSU4567,30,OTH,JPTL2284,JPSU4568,31,3436,JPSU4568,31,OTH,JPTL2284,RL1742,JPTL2284,PT0S
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2285,JPSU4569,31,3436,JPSU4569,31,OTH,JPTL2285,JPSU4570,32,2767,JPSU4570,32,OTH,JPTL2285,RL1743,JPTL2285,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2286,JPSU4571,32,2767,JPSU4571,32,OTH,JPTL2286,JPSU4572,33,3739,JPSU4572,33,OTH,JPTL2286,RL1744,JPTL2286,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2287,JPSU4573,33,3739,JPSU4573,33,OTH,JPTL2287,JPSU4574,34,2632,JPSU4574,34,PTP,JPTL2287,RL1745,JPTL2287,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2288,JPSU4575,34,2632,JPSU4575,34,PTP,JPTL2288,JPSU4576,35,2394,JPSU4576,35,OTH,JPTL2288,RL1746,JPTL2288,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2289,JPSU4577,35,2394,JPSU4577,35,OTH,JPTL2289,JPSU4578,36,2829,JPSU4578,36,OTH,JPTL2289,RL1747,JPTL2289,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2290,JPSU4579,36,2829,JPSU4579,36,OTH,JPTL2290,JPSU4580,37,2789,JPSU4580,37,OTH,JPTL2290,RL1748,JPTL2290,PT4M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2291,JPSU4581,37,2789,JPSU4581,37,OTH,JPTL2291,JPSU4582,38,2594,JPSU4582,38,OTH,JPTL2291,RL1749,JPTL2291,PT1M
JPS71,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2292,JPSU4583,38,2594,JPSU4583,38,OTH,JPTL2292,JPSU4584,39,2465,JPSU4584,39,PTP,JPTL2292,RL1750,JPTL2292,PT3M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2293,JPSU4585,2,3575,JPSU4585,2,PTP,JPTL2293,JPSU4586,4,2862,JPSU4586,4,OTH,JPTL2293,RL1751,JPTL2293,PT0S
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2294,JPSU4587,4,2862,JPSU4587,4,OTH,JPTL2294,JPSU4588,5,3969,JPSU4588,5,OTH,JPTL2294,RL1752,JPTL2294,PT1M
