section,DataSetId,JourmPatternSections_From_id,JourmPatternSections_From_StopPointRef_id,JourmPatternSections_From_StopPointRef_SequenceNumber,JourmPatternSections_From_StopPointRef,JourmPatternSections_From_TimingStatus_id,JourmPatternSections_From_TimingStatus_SequenceNumber,JourmPatternSections_From_TimingStatus,JourmPatternSections_To_id,JourmPatternSections_To_StopPointRef_id,JourmPatternSections_To_StopPointRef_SequenceNumber,JourmPatternSections_To_StopPointRef,JourmPatternSections_To_TimingStatus_id,JourmPatternSections_To_TimingStatus_SequenceNumber,JourmPatternSections_To_TimingStatus,JourmPatternSections_RouteLinkRef_id,JourmPatternSections_RouteLinkRef,JourmPatternSections_RunTime_id,JourmPatternSections_RunTime
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2295,JPSU4589,5,3969,JPSU4589,5,OTH,JPTL2295,JPSU4590,6,3535,JPSU4590,6,OTH,JPTL2295,RL1753,JPTL2295,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2296,JPSU4591,6,3535,JPSU4591,6,OTH,JPTL2296,JPSU4592,7,2426,JPSU4592,7,OTH,JPTL2296,RL1754,JPTL2296,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2297,JPSU4593,7,2426,JPSU4593,7,OTH,JPTL2297,JPSU4594,8,2427,JPSU4594,8,OTH,JPTL2297,RL1755,JPTL2297,PT0S
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2298,JPSU4595,8,2427,JPSU4595,8,OTH,JPTL2298,JPSU4596,9,3543,JPSU4596,9,PTP,JPTL2298,RL1756,JPTL2298,PT2M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2299,JPSU4597,9,3543,JPSU4597,9,PTP,JPTL2299,JPSU4598,10,3432,JPSU4598,10,OTH,JPTL2299,RL1757,JPTL2299,PT0S
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2300,JPSU4599,10,3432,JPSU4599,10,OTH,JPTL2300,JPSU4600,11,3826,JPSU4600,11,PTP,JPTL2300,RL1758,JPTL2300,PT2M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2301,JPSU4601,11,3826,JPSU4601,11,PTP,JPTL2301,JPSU4602,12,2986,JPSU4602,12,OTH,JPTL2301,RL1759,JPTL2301,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2302,JPSU4603,12,2986,JPSU4603,12,OTH,JPTL2302,JPSU4604,13,2872,JPSU4604,13,OTH,JPTL2302,RL1760,JPTL2302,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2303,JPSU4605,13,2872,JPSU4605,13,OTH,JPTL2303,JPSU4606,14,3878,JPSU4606,14,PTP,JPTL2303,RL1761,JPTL2303,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2304,JPSU4607,14,3878,JPSU4607,14,PTP,JPTL2304,JPSU4608,15,3964,JPSU4608,15,OTH,JPTL2304,RL1762,JPTL2304,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2305,JPSU4609,15,3964,JPSU4609,15,OTH,JPTL2305,JPSU4610,16,2475,JPSU4610,16,OTH,JPTL2305,RL1763,JPTL2305,PT0S
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2306,JPSU4611,16,2475,JPSU4611,16,OTH,JPTL2306,JPSU4612,17,2987,JPSU4612,17,OTH,JPTL2306,RL1764,JPTL2306,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2307,JPSU4613,17,2987,JPSU4613,17,OTH,JPTL2307,JPSU4614,18,3834,JPSU4614,18,PTP,JPTL2307,RL1765,JPTL2307,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2308,JPSU4615,18,3834,JPSU4615,18,PTP,JPTL2308,JPSU4616,19,3484,JPSU4616,19,PTP,JPTL2308,RL1766,JPTL2308,PT3M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2309,JPSU4617,19,3484,JPSU4617,19,PTP,JPTL2309,JPSU4618,20,2652,JPSU4618,20,OTH,JPTL2309,RL1767,JPTL2309,PT0S
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2310,JPSU4619,20,2652,JPSU4619,20,OTH,JPTL2310,JPSU4620,21,4263,JPSU4620,21,OTH,JPTL2310,RL1768,JPTL2310,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2311,JPSU4621,21,4263,JPSU4621,21,OTH,JPTL2311,JPSU4622,22,3958,JPSU4622,22,OTH,JPTL2311,RL1769,JPTL2311,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2312,JPSU4623,22,3958,JPSU4623,22,OTH,JPTL2312,JPSU4624,23,3734,JPSU4624,23,OTH,JPTL2312,RL1770,JPTL2312,PT0S
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2313,JPSU4625,23,3734,JPSU4625,23,OTH,JPTL2313,JPSU4626,24,3973,JPSU4626,24,PTP,JPTL2313,RL1771,JPTL2313,PT2M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2314,JPSU4627,24,3973,JPSU4627,24,PTP,JPTL2314,JPSU4628,25,3859,JPSU4628,25,PTP,JPTL2314,RL1772,JPTL2314,PT2M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2315,JPSU4629,25,3859,JPSU4629,25,PTP,JPTL2315,JPSU4630,26,3247,JPSU4630,26,OTH,JPTL2315,RL1773,JPTL2315,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2316,JPSU4631,26,3247,JPSU4631,26,OTH,JPTL2316,JPSU4632,27,4279,JPSU4632,27,OTH,JPTL2316,RL1774,JPTL2316,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2317,JPSU4633,27,4279,JPSU4633,27,OTH,JPTL2317,JPSU4634,28,3948,JPSU4634,28,OTH,JPTL2317,RL1775,JPTL2317,PT0S
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2318,JPSU4635,28,3948,JPSU4635,28,OTH,JPTL2318,JPSU4636,29,2385,JPSU4636,29,OTH,JPTL2318,RL1776,JPTL2318,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2319,JPSU4637,29,2385,JPSU4637,29,OTH,JPTL2319,JPSU4638,30,3797,JPSU4638,30,OTH,JPTL2319,RL1777,JPTL2319,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2320,JPSU4639,30,3797,JPSU4639,30,OTH,JPTL2320,JPSU4640,31,3436,JPSU4640,31,OTH,JPTL2320,RL1778,JPTL2320,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2321,JPSU4641,31,3436,JPSU4641,31,OTH,JPTL2321,JPSU4642,32,2767,JPSU4642,32,OTH,JPTL2321,RL1779,JPTL2321,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2322,JPSU4643,32,2767,JPSU4643,32,OTH,JPTL2322,JPSU4644,33,3739,JPSU4644,33,OTH,JPTL2322,RL1780,JPTL2322,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2323,JPSU4645,33,3739,JPSU4645,33,OTH,JPTL2323,JPSU4646,34,2632,JPSU4646,34,PTP,JPTL2323,RL1781,JPTL2323,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2324,JPSU4647,34,2632,JPSU4647,34,PTP,JPTL2324,JPSU4648,35,2394,JPSU4648,35,OTH,JPTL2324,RL1782,JPTL2324,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2325,JPSU4649,35,2394,JPSU4649,35,OTH,JPTL2325,JPSU4650,36,2829,JPSU4650,36,OTH,JPTL2325,RL1783,JPTL2325,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2326,JPSU4651,36,2829,JPSU4651,36,OTH,JPTL2326,JPSU4652,37,2789,JPSU4652,37,OTH,JPTL2326,RL1784,JPTL2326,PT1M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2327,JPSU4653,37,2789,JPSU4653,37,OTH,JPTL2327,JPSU4654,38,2594,JPSU4654,38,OTH,JPTL2327,RL1785,JPTL2327,PT2M
JPS72,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2328,JPSU4655,38,2594,JPSU4655,38,OTH,JPTL2328,JPSU4656,39,2465,JPSU4656,39,PTP,JPTL2328,RL1786,JPTL2328,PT3M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2329,JPSU4657,1,3548,JPSU4657,1,PTP,JPTL2329,JPSU4658,3,4276,JPSU4658,3,PTP,JPTL2329,RL1787,JPTL2329,PT3M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2330,JPSU4659,3,4276,JPSU4659,3,PTP,JPTL2330,JPSU4660,4,2862,JPSU4660,4,OTH,JPTL2330,RL1788,JPTL2330,PT0S
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2331,JPSU4661,4,2862,JPSU4661,4,OTH,JPTL2331,JPSU4662,5,3969,JPSU4662,5,OTH,JPTL2331,RL1789,JPTL2331,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2332,JPSU4663,5,3969,JPSU4663,5,OTH,JPTL2332,JPSU4664,6,3535,JPSU4664,6,OTH,JPTL2332,RL1790,JPTL2332,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2333,JPSU4665,6,3535,JPSU4665,6,OTH,JPTL2333,JPSU4666,7,2426,JPSU4666,7,OTH,JPTL2333,RL1791,JPTL2333,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2334,JPSU4667,7,2426,JPSU4667,7,OTH,JPTL2334,JPSU4668,8,2427,JPSU4668,8,OTH,JPTL2334,RL1792,JPTL2334,PT0S
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2335,JPSU4669,8,2427,JPSU4669,8,OTH,JPTL2335,JPSU4670,9,3543,JPSU4670,9,PTP,JPTL2335,RL1793,JPTL2335,PT2M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2336,JPSU4671,9,3543,JPSU4671,9,PTP,JPTL2336,JPSU4672,10,3432,JPSU4672,10,OTH,JPTL2336,RL1794,JPTL2336,PT0S
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2337,JPSU4673,10,3432,JPSU4673,10,OTH,JPTL2337,JPSU4674,11,3826,JPSU4674,11,PTP,JPTL2337,RL1795,JPTL2337,PT2M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2338,JPSU4675,11,3826,JPSU4675,11,PTP,JPTL2338,JPSU4676,12,2986,JPSU4676,12,OTH,JPTL2338,RL1796,JPTL2338,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2339,JPSU4677,12,2986,JPSU4677,12,OTH,JPTL2339,JPSU4678,13,2872,JPSU4678,13,OTH,JPTL2339,RL1797,JPTL2339,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2340,JPSU4679,13,2872,JPSU4679,13,OTH,JPTL2340,JPSU4680,14,3878,JPSU4680,14,PTP,JPTL2340,RL1798,JPTL2340,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2341,JPSU4681,14,3878,JPSU4681,14,PTP,JPTL2341,JPSU4682,15,3964,JPSU4682,15,OTH,JPTL2341,RL1799,JPTL2341,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2342,JPSU4683,15,3964,JPSU4683,15,OTH,JPTL2342,JPSU4684,16,2475,JPSU4684,16,OTH,JPTL2342,RL1800,JPTL2342,PT0S
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2343,JPSU4685,16,2475,JPSU4685,16,OTH,JPTL2343,JPSU4686,17,2987,JPSU4686,17,OTH,JPTL2343,RL1801,JPTL2343,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2344,JPSU4687,17,2987,JPSU4687,17,OTH,JPTL2344,JPSU4688,18,3834,JPSU4688,18,PTP,JPTL2344,RL1802,JPTL2344,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2345,JPSU4689,18,3834,JPSU4689,18,PTP,JPTL2345,JPSU4690,19,3484,JPSU4690,19,PTP,JPTL2345,RL1803,JPTL2345,PT3M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2346,JPSU4691,19,3484,JPSU4691,19,PTP,JPTL2346,JPSU4692,20,2652,JPSU4692,20,OTH,JPTL2346,RL1804,JPTL2346,PT0S
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2347,JPSU4693,20,2652,JPSU4693,20,OTH,JPTL2347,JPSU4694,21,4263,JPSU4694,21,OTH,JPTL2347,RL1805,JPTL2347,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2348,JPSU4695,21,4263,JPSU4695,21,OTH,JPTL2348,JPSU4696,22,3958,JPSU4696,22,OTH,JPTL2348,RL1806,JPTL2348,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2349,JPSU4697,22,3958,JPSU4697,22,OTH,JPTL2349,JPSU4698,23,3734,JPSU4698,23,OTH,JPTL2349,RL1807,JPTL2349,PT0S
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2350,JPSU4699,23,3734,JPSU4699,23,OTH,JPTL2350,JPSU4700,24,3973,JPSU4700,24,PTP,JPTL2350,RL1808,JPTL2350,PT2M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2351,JPSU4701,24,3973,JPSU4701,24,PTP,JPTL2351,JPSU4702,25,3859,JPSU4702,25,PTP,JPTL2351,RL1809,JPTL2351,PT2M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2352,JPSU4703,25,3859,JPSU4703,25,PTP,JPTL2352,JPSU4704,26,3247,JPSU4704,26,OTH,JPTL2352,RL1810,JPTL2352,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2353,JPSU4705,26,3247,JPSU4705,26,OTH,JPTL2353,JPSU4706,27,4279,JPSU4706,27,OTH,JPTL2353,RL1811,JPTL2353,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2354,JPSU4707,27,4279,JPSU4707,27,OTH,JPTL2354,JPSU4708,28,3948,JPSU4708,28,OTH,JPTL2354,RL1812,JPTL2354,PT0S
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2355,JPSU4709,28,3948,JPSU4709,28,OTH,JPTL2355,JPSU4710,29,2385,JPSU4710,29,OTH,JPTL2355,RL1813,JPTL2355,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2356,JPSU4711,29,2385,JPSU4711,29,OTH,JPTL2356,JPSU4712,30,3797,JPSU4712,30,OTH,JPTL2356,RL1814,JPTL2356,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2357,JPSU4713,30,3797,JPSU4713,30,OTH,JPTL2357,JPSU4714,31,3436,JPSU4714,31,OTH,JPTL2357,RL1815,JPTL2357,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2358,JPSU4715,31,3436,JPSU4715,31,OTH,JPTL2358,JPSU4716,32,2767,JPSU4716,32,OTH,JPTL2358,RL1816,JPTL2358,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2359,JPSU4717,32,2767,JPSU4717,32,OTH,JPTL2359,JPSU4718,33,3739,JPSU4718,33,OTH,JPTL2359,RL1817,JPTL2359,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2360,JPSU4719,33,3739,JPSU4719,33,OTH,JPTL2360,JPSU4720,34,2632,JPSU4720,34,PTP,JPTL2360,RL1818,JPTL2360,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2361,JPSU4721,34,2632,JPSU4721,34,PTP,JPTL2361,JPSU4722,35,2394,JPSU4722,35,OTH,JPTL2361,RL1819,JPTL2361,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2362,JPSU4723,35,2394,JPSU4723,35,OTH,JPTL2362,JPSU4724,36,2829,JPSU4724,36,OTH,JPTL2362,RL1820,JPTL2362,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2363,JPSU4725,36,2829,JPSU4725,36,OTH,JPTL2363,JPSU4726,37,2789,JPSU4726,37,OTH,JPTL2363,RL1821,JPTL2363,PT1M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2364,JPSU4727,37,2789,JPSU4727,37,OTH,JPTL2364,JPSU4728,38,2594,JPSU4728,38,OTH,JPTL2364,RL1822,JPTL2364,PT2M
JPS73,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2365,JPSU4729,38,2594,JPSU4729,38,OTH,JPTL2365,JPSU4730,39,2465,JPSU4730,39,PTP,JPTL2365,RL1823,JPTL2365,PT3M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2366,JPSU4731,1,3548,JPSU4731,1,PTP,JPTL2366,JPSU4732,3,4276,JPSU4732,3,PTP,JPTL2366,RL1824,JPTL2366,PT3M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2367,JPSU4733,3,4276,JPSU4733,3,PTP,JPTL2367,JPSU4734,4,2862,JPSU4734,4,OTH,JPTL2367,RL1825,JPTL2367,PT0S
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2368,JPSU4735,4,2862,JPSU4735,4,OTH,JPTL2368,JPSU4736,5,3969,JPSU4736,5,OTH,JPTL2368,RL1826,JPTL2368,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2369,JPSU4737,5,3969,JPSU4737,5,OTH,JPTL2369,JPSU4738,6,3535,JPSU4738,6,OTH,JPTL2369,RL1827,JPTL2369,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2370,JPSU4739,6,3535,JPSU4739,6,OTH,JPTL2370,JPSU4740,7,2426,JPSU4740,7,OTH,JPTL2370,RL1828,JPTL2370,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2371,JPSU4741,7,2426,JPSU4741,7,OTH,JPTL2371,JPSU4742,8,2427,JPSU4742,8,OTH,JPTL2371,RL1829,JPTL2371,PT0S
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2372,JPSU4743,8,2427,JPSU4743,8,OTH,JPTL2372,JPSU4744,9,3543,JPSU4744,9,PTP,JPTL2372,RL1830,JPTL2372,PT2M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2373,JPSU4745,9,3543,JPSU4745,9,PTP,JPTL2373,JPSU4746,10,3432,JPSU4746,10,OTH,JPTL2373,RL1831,JPTL2373,PT0S
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2374,JPSU4747,10,3432,JPSU4747,10,OTH,JPTL2374,JPSU4748,11,3826,JPSU4748,11,PTP,JPTL2374,RL1832,JPTL2374,PT2M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2375,JPSU4749,11,3826,JPSU4749,11,PTP,JPTL2375,JPSU4750,12,2986,JPSU4750,12,OTH,JPTL2375,RL1833,JPTL2375,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2376,JPSU4751,12,2986,JPSU4751,12,OTH,JPTL2376,JPSU4752,13,2872,JPSU4752,13,OTH,JPTL2376,RL1834,JPTL2376,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2377,JPSU4753,13,2872,JPSU4753,13,OTH,JPTL2377,JPSU4754,14,3878,JPSU4754,14,PTP,JPTL2377,RL1835,JPTL2377,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2378,JPSU4755,14,3878,JPSU4755,14,PTP,JPTL2378,JPSU4756,15,3964,JPSU4756,15,OTH,JPTL2378,RL1836,JPTL2378,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2379,JPSU4757,15,3964,JPSU4757,15,OTH,JPTL2379,JPSU4758,16,2475,JPSU4758,16,OTH,JPTL2379,RL1837,JPTL2379,PT0S
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2380,JPSU4759,16,2475,JPSU4759,16,OTH,JPTL2380,JPSU4760,17,2987,JPSU4760,17,OTH,JPTL2380,RL1838,JPTL2380,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2381,JPSU4761,17,2987,JPSU4761,17,OTH,JPTL2381,JPSU4762,18,3834,JPSU4762,18,PTP,JPTL2381,RL1839,JPTL2381,PT0S
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2382,JPSU4763,18,3834,JPSU4763,18,PTP,JPTL2382,JPSU4764,19,3484,JPSU4764,19,PTP,JPTL2382,RL1840,JPTL2382,PT6M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2383,JPSU4765,19,3484,JPSU4765,19,PTP,JPTL2383,JPSU4766,20,2652,JPSU4766,20,OTH,JPTL2383,RL1841,JPTL2383,PT0S
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2384,JPSU4767,20,2652,JPSU4767,20,OTH,JPTL2384,JPSU4768,21,4263,JPSU4768,21,OTH,JPTL2384,RL1842,JPTL2384,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2385,JPSU4769,21,4263,JPSU4769,21,OTH,JPTL2385,JPSU4770,22,3958,JPSU4770,22,OTH,JPTL2385,RL1843,JPTL2385,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2386,JPSU4771,22,3958,JPSU4771,22,OTH,JPTL2386,JPSU4772,23,3734,JPSU4772,23,OTH,JPTL2386,RL1844,JPTL2386,PT0S
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2387,JPSU4773,23,3734,JPSU4773,23,OTH,JPTL2387,JPSU4774,25,3859,JPSU4774,25,PTP,JPTL2387,RL1845,JPTL2387,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2388,JPSU4775,25,3859,JPSU4775,25,PTP,JPTL2388,JPSU4776,26,3247,JPSU4776,26,OTH,JPTL2388,RL1846,JPTL2388,PT0S
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2389,JPSU4777,26,3247,JPSU4777,26,OTH,JPTL2389,JPSU4778,27,4279,JPSU4778,27,OTH,JPTL2389,RL1847,JPTL2389,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2390,JPSU4779,27,4279,JPSU4779,27,OTH,JPTL2390,JPSU4780,28,3948,JPSU4780,28,OTH,JPTL2390,RL1848,JPTL2390,PT0S
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2391,JPSU4781,28,3948,JPSU4781,28,OTH,JPTL2391,JPSU4782,29,2385,JPSU4782,29,OTH,JPTL2391,RL1849,JPTL2391,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2392,JPSU4783,29,2385,JPSU4783,29,OTH,JPTL2392,JPSU4784,30,3797,JPSU4784,30,OTH,JPTL2392,RL1850,JPTL2392,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2393,JPSU4785,30,3797,JPSU4785,30,OTH,JPTL2393,JPSU4786,31,3436,JPSU4786,31,OTH,JPTL2393,RL1851,JPTL2393,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2394,JPSU4787,31,3436,JPSU4787,31,OTH,JPTL2394,JPSU4788,32,2767,JPSU4788,32,OTH,JPTL2394,RL1852,JPTL2394,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2395,JPSU4789,32,2767,JPSU4789,32,OTH,JPTL2395,JPSU4790,33,3739,JPSU4790,33,OTH,JPTL2395,RL1853,JPTL2395,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2396,JPSU4791,33,3739,JPSU4791,33,OTH,JPTL2396,JPSU4792,34,2632,JPSU4792,34,PTP,JPTL2396,RL1854,JPTL2396,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2397,JPSU4793,34,2632,JPSU4793,34,PTP,JPTL2397,JPSU4794,35,2394,JPSU4794,35,OTH,JPTL2397,RL1855,JPTL2397,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2398,JPSU4795,35,2394,JPSU4795,35,OTH,JPTL2398,JPSU4796,36,2829,JPSU4796,36,OTH,JPTL2398,RL1856,JPTL2398,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2399,JPSU4797,36,2829,JPSU4797,36,OTH,JPTL2399,JPSU4798,37,2789,JPSU4798,37,OTH,JPTL2399,RL1857,JPTL2399,PT1M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2400,JPSU4799,37,2789,JPSU4799,37,OTH,JPTL2400,JPSU4800,38,2594,JPSU4800,38,OTH,JPTL2400,RL1858,JPTL2400,PT2M
JPS74,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2401,JPSU4801,38,2594,JPSU4801,38,OTH,JPTL2401,JPSU4802,39,2465,JPSU4802,39,PTP,JPTL2401,RL1859,JPTL2401,PT4M
JPS75,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2402,JPSU4803,5,3575,JPSU4803,5,PTP,JPTL2402,JPSU4804,7,2862,JPSU4804,7,OTH,JPTL2402,RL1860,JPTL2402,PT1M
JPS75,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2403,JPSU4805,7,2862,JPSU4805,7,OTH,JPTL2403,JPSU4806,8,3969,JPSU4806,8,OTH,JPTL2403,RL1861,JPTL2403,PT1M
JPS75,e8bf12a8-82ab-4971-bd70-27e0ab38e2b3,JPTL2404,JPSU4807,8,3969,JPSU4807,8,OTH,JPTL2404,JPSU4808,9,3535,JPSU4808,9,OTH,JPTL2404,RL1862,JPTL2404,PT1M
